scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	gene_count_per_window	cM/Mb	Fst_aridus_longiflorus	Fst_aridus_longiflorus_island	Fst_aridus_parviflorus	Fst_aridus_calycinus	Fst_longiflorus_longiflorus_island	Fst_longiflorus_parviflorus	Fst_longiflorus_calycinus	Fst_longiflorus_island_parviflorus	Fst_longiflorus_island_calycinus	Fst_parviflorus_calycinus	average_dxy_ari_par	average_dxy_lon_isl_lon	average_dxy_par_isl_lon
LG2	13900001	14000000	13950705	6389	3568	70.0497	44.7755	0.2201	0.0711	0.0464	21		0.5521	0.3911	0.4545	0.4533	0.1725	0.5049	0.0861	0.368	0.1128	0.3968	0.011185160681877	0.006834904613786	0.010358886234188
LG2	14000001	14100000	14051534	6613	3537	78.5889	48.3237	0.2385	0.0779	0.0478	13		0.676	0.4788	0.5719	0.6209	0.2443	0.5706	0.1201	0.4011	0.1528	0.487	0.011891516677452	0.006183171902662	0.009268122975565
LG2	14100001	14200000	14153752	6967	3793	98.3088	38.987	0.4321	0.1977	0.1274	11		0.5145	0.4057	0.4719	0.4791	0.1447	0.3845	0.0863	0.2438	0.1148	0.3112	0.012114036621316	0.007874749773347	0.009039497691432
LG2	14200001	14300000	14254770	5130	2780	81.1053	30.4565	0.454	0.2011	0.1379	17		0.4656	0.4466	0.5416	0.4612	0.1554	0.3759	0.0535	0.2894	0.0874	0.2737	0.011528710354302	0.007709861734638	0.008329928276915
LG2	14300001	14400000	14354456	6562	3672	86.9418	61.8413	0.1687	0.0591	0.0422	11		0.3441	0.3401	0.4398	0.3364	0.1591	0.3427	0.0623	0.3648	0.0866	0.3079	0.012218701241899	0.012362990569076	0.013799236272293
LG2	14400001	14500000	14447052	2799	999	40.3272	24.1118	0.2516	0.4049	0.0882	6		0.268	0.111	0.0856	0.1957	0.2433	0.2504	0.0438	0.0603	0.1352	0.1486	0.015495819859777	0.020674391355292	0.015622524742458
LG2	14500001	14600000	14551594	3269	1523	48.3891	26.5461	0.2915	0.1598	0.0735	10		0.3406	0.2049	0.2484	0.2506	0.1757	0.3957	0.0313	0.2218	0.0819	0.2518	0.018100697599738	0.011487211919264	0.017012351037495
LG2	14600001	14700000	14649844	6988	3773	110.0156	15.042	0.7594	0.2436	0.17	11		0.4841	0.3215	0.4412	0.4524	0.0922	0.5908	0.0386	0.394	0.0887	0.5352	0.010193341207653	0.005718153224689	0.009695408607004
LG2	14700001	14800000	14750390	6387	3376	111.7046	13.3077	0.7871	0.2338	0.1774	9	2.616299026	0.4539	0.347	0.5368	0.449	0.1208	0.6082	0.0443	0.4247	0.1357	0.5809	0.01052892948721	0.006139594802154	0.008955942327727
LG2	14800001	14900000	14843833	5401	3145	88.3828	19.285	0.6418	0.2043	0.1479	16		0.388	0.3154	0.4332	0.42	0.1354	0.4869	0.0192	0.3595	0.1224	0.4757	0.013525896430511	0.00879616308417	0.012187257919036
LG2	14900001	15000000	14948908	6207	3611	137.6235	19.5904	0.7508	0.2988	0.2019	16	0.136500137	0.496	0.2937	0.4886	0.4483	0.1216	0.6025	0.065	0.3477	0.106	0.5342	0.010027675380116	0.006293623636511	0.0088615869487
LG2	15000001	15100000	15048407	6553	3609	137.0024	18.5872	0.7611	0.4116	0.2571	13	2.12500332	0.3781	0.285	0.4224	0.3529	0.113	0.4446	0.0413	0.2101	0.1081	0.3877	0.012289783811278	0.00801083109816	0.009083877851288
LG2	15100001	15200000	15161728	4011	2203	102.6559	7.9531	0.8562	0.5741	0.2737	9		0.5115	0.269	0.4456	0.5077	0.1823	0.6189	0.0743	0.2462	0.1937	0.5746	0.008946033121665	0.006878199052644	0.007191594494014
LG2	15200001	15300000	15248653	6891	3808	213.6922	27.5359	0.7717	0.6121	0.3611	11	0	0.3255	0.2497	0.39	0.3852	0.1896	0.4245	0.0477	0.1289	0.2113	0.4275	0.010921814387776	0.008863215212018	0.007031547834763
LG2	15300001	15400000	15351786	7369	3906	173.5013	41.2714	0.6157	0.4888	0.3145	12		0.2491	0.2427	0.2119	0.2906	0.1097	0.2233	0.0231	0.1227	0.116	0.2253	0.013421009009598	0.011250327921754	0.01067721982725
LG2	15400001	15500000	15456727	5039	2718	130.4769	17.9375	0.7583	0.4909	0.2779	8		0.5454	0.3561	0.5338	0.5657	0.1653	0.5077	0.0126	0.1947	0.1596	0.4782	0.008787901302596	0.007662921650213	0.007107361901812
LG2	15500001	15600000	15547896	7796	4400	261.0365	16.5975	0.8804	0.5407	0.3492	15	10.03652871	0.4922	0.4279	0.6316	0.5402	0.1779	0.5053	0.048	0.2195	0.1447	0.4714	0.015045345092889	0.010566858443501	0.008635838950312
LG2	15600001	15700000	15649279	7229	4143	198.5495	18.3486	0.8308	0.5116	0.2858	13	0.942403128	0.5559	0.377	0.5651	0.592	0.1658	0.5441	0.0804	0.2216	0.1559	0.5263	0.012154088417124	0.008362123622337	0.00806300951087
LG2	15700001	15800000	15753978	5236	2821	148.2528	14.6159	0.8205	0.5829	0.3133	13		0.6097	0.4048	0.5063	0.6213	0.2162	0.4907	0.0513	0.1433	0.1883	0.4477	0.012784163607517	0.008911080393308	0.007774747968982
LG2	15800001	15900000	15847475	8039	4585	96.5309	37.0019	0.4458	0.149	0.1044	8	0	0.4473	0.3663	0.4867	0.5309	0.0847	0.4251	0.0411	0.3332	0.1119	0.4439	0.015537174648785	0.011094789497532	0.01532777471971
LG2	15900001	16000000	15947312	5786	3383	113.7208	46.7844	0.417	0.2522	0.1726	10		0.3522	0.4382	0.3449	0.4139	0.1537	0.2231	0.0346	0.2199	0.1666	0.22	0.015518327518593	0.010972109618924	0.012023248410116
LG2	16000001	16100000	16046057	5958	3029	181.4466	118.2777	0.2108	0.2442	0.1082	12		0.4678	0.3684	0.384	0.4382	0.2544	0.277	0.0359	0.1271	0.2191	0.2465	0.016834044070027	0.013845513777102	0.011042886762047
LG2	16100001	16200000	16144572	5666	2770	172.5478	35.9682	0.655	0.4396	0.2527	12	0	0.4838	0.3855	0.4563	0.4983	0.2084	0.4373	0.0552	0.1971	0.1601	0.3958	0.015554429893368	0.009028357268697	0.009299404862016
LG2	16200001	16300000	16256923	4150	2328	120.7022	47.9972	0.431	0.3783	0.2673	9	2.950685878	0.292	0.4281	0.3367	0.2843	0.1426	0.1247	0.0589	0.1216	0.2576	0.2156	0.018526118528929	0.011862487370799	0.010340192069047
LG2	16300001	16400000	16349326	7500	4001	245.1566	34.0774	0.7559	0.4054	0.3161	10	3.159099818	0.4501	0.3805	0.4358	0.4743	0.0939	0.3969	0.0234	0.2164	0.0985	0.3931	0.017869972585618	0.009190949503062	0.010917597343068
LG2	16400001	16500000	16451146	7639	4268	111.4284	22.1401	0.6685	0.1744	0.1228	13	3.868749766	0.5449	0.3834	0.505	0.5096	0.1137	0.588	0.0517	0.4216	0.0684	0.5229	0.014370803020106	0.00771491857192	0.013489547707318
LG2	16500001	16600000	16547952	7835	4025	46.9016	43.0917	0.0423	0.0065	0.0051	10		0.5255	0.5336	0.4919	0.5126	0.2545	0.5291	0.0885	0.5541	0.2074	0.4743	0.015198946694858	0.008488042867373	0.015539149210038
LG2	16600001	16700000	16650421	8013	4091	79.1771	48.7511	0.2378	0.0588	0.045	12		0.3989	0.5342	0.3823	0.4065	0.2033	0.3516	0.0317	0.4312	0.1661	0.3082	0.018985510777473	0.010867435791366	0.017587509186203
LG2	16700001	16800000	16749242	7830	4107	25.8674	39.8186	-0.2124	-0.0305	-0.0241	11		0.4776	0.5137	0.3423	0.4617	0.1666	0.4575	0.1095	0.5036	0.1861	0.41	0.012948458817585	0.006759219290538	0.013906676356614
LG2	16800001	16900000	16849749	5903	2911	71.9788	52.6001	0.1556	0.0875	0.0596	10		0.2939	0.3569	0.2473	0.2808	0.1121	0.1871	0.0141	0.2178	0.1103	0.1327	0.018717097965779	0.012892945889307	0.01618266609359
LG2	16900001	17000000	16950638	7747	3991	62.8251	21.311	0.4934	0.1075	0.0823	8	0	0.338	0.4403	0.3443	0.3687	0.1817	0.3047	-0.0132	0.3849	0.1881	0.289	0.012645527108711	0.009097317939464	0.01116259224847
LG2	17000001	17100000	17055052	7616	4011	103.4271	39.6343	0.4459	0.09	0.0729	8	0	0.434	0.6531	0.4173	0.4369	0.3863	0.4312	0.0298	0.5755	0.3409	0.3818	0.01671925276384	0.013052961668883	0.018458110284706
LG2	17100001	17200000	17150785	9216	4959	87.6622	81.1298	0.0387	0.009	0.007	8	0.078329843	0.4237	0.5579	0.4558	0.4436	0.2054	0.4366	0.0317	0.536	0.225	0.3995	0.017608204266755	0.011542897075474	0.019227864961272
LG2	17200001	17300000	17253146	8098	4199	56.516	30.2284	0.303	0.0418	0.0356	6	1.645329797	0.4611	0.4981	0.3503	0.4745	0.1564	0.4955	0.0953	0.5319	0.1973	0.4652	0.015427364203823	0.007594279091299	0.018746763920928
LG2	17300001	17400000	17345100	6454	3629	57.8713	76.0011	-0.1354	-0.0349	-0.0275	10	0	0.3789	0.3815	0.4534	0.3544	0.117	0.4225	0.0005	0.4504	0.1209	0.368	0.018144897078864	0.011502947896078	0.019678996479282
LG2	17400001	17500000	17448056	8142	4400	40.4061	39.0586	0.017	0.0024	0.0019	8	7.983906855	0.5051	0.5265	0.4571	0.4608	0.2041	0.5022	0.0583	0.533	0.162	0.4313	0.01640408816833	0.008893691013688	0.017243971323478
LG2	17500001	17600000	17545962	8227	4112	37.4847	40.5123	-0.0388	-0.0063	-0.0052	6		0.4692	0.5299	0.3475	0.3939	0.108	0.3964	0.0261	0.4616	0.1196	0.2933	0.016725109486869	0.009941475900819	0.020390523540562
LG2	17600001	17700000	17648082	8672	4209	26.9128	32.0586	-0.0873	-0.0125	-0.0105	8	0.4444286	0.562	0.6123	0.4523	0.5123	0.1159	0.3841	0.0552	0.4351	0.1355	0.3093	0.016256045907534	0.005235772531578	0.012279485607733
LG2	17700001	17800000	17750025	9264	4748	40.1464	33.7346	0.0868	0.0128	0.0109	8	0	0.5413	0.5987	0.4938	0.4972	0.0785	0.4404	0.0359	0.4912	0.1257	0.381	0.019375300643495	0.006839584008235	0.016296949425419
LG2	17800001	17900000	17846995	8781	4645	46.9706	45.0387	0.021	0.0039	0.003	12	4.84107628	0.558	0.5682	0.3244	0.591	0.1676	0.3784	0.0294	0.4055	0.173	0.3482	0.017402109438112	0.008574544862556	0.017622216683334
LG2	17900001	18000000	17946502	9713	4720	97.5398	64.4706	0.2041	0.054	0.0415	11		0.2869	0.3466	0.3657	0.2918	0.1812	0.3821	0.0368	0.4308	0.1633	0.3552	0.020708421321741	0.01503140966468	0.02139833901996
LG2	18000001	18100000	18035478	6805	2687	32.083	19.4736	0.2446	0.039	0.0311	4		0.3149	0.3608	0.342	0.306	0.1548	0.315	0.0705	0.3661	0.2029	0.2839	0.019392842125103	0.01272210428497	0.017663848762801
LG2	18100001	18200000	18154979	5729	2751	48.6713	39.2524	0.1071	0.0165	0.0148	11		0.168	0.2137	0.3029	0.2029	0.09	0.365	0.0538	0.4142	0.1267	0.3572	0.027931620630839	0.013977561287877	0.024871547164051
LG2	18200001	18300000	18250196	12107	5983	186.8088	51.1187	0.5703	0.223	0.1686	3		0.4227	0.4618	0.404	0.4411	0.1284	0.3544	0.0675	0.3468	0.1454	0.3305	0.025431109540686	0.014271112214919	0.020505711725913
LG2	18300001	18400000	18355603	7103	3638	196.553	42.716	0.6429	0.4693	0.2564	8		0.3908	0.2986	0.434	0.4005	0.2126	0.4737	0.1125	0.1889	0.216	0.4603	0.017884557456098	0.013164761583347	0.01186333277744
LG2	18400001	18500000	18451432	11102	5089	289.3516	59.5141	0.6588	0.4729	0.2832	11		0.3329	0.2354	0.3346	0.2753	0.153	0.372	0.0581	0.148	0.1039	0.2897	0.020645752461472	0.018247533401656	0.016636587810549
LG2	18500001	18600000	18548508	10145	4664	133.9784	38.9967	0.5491	0.1529	0.104	7	0	0.4715	0.3782	0.4501	0.446	0.1988	0.5187	0.0461	0.3985	0.1509	0.465	0.028552709054188	0.01431824859084	0.024842207266207
LG2	18600001	18700000	18652346	9326	4694	86.7063	53.7461	0.2347	0.0575	0.0474	5		0.2435	0.2667	0.2725	0.269	0.1067	0.3538	0.046	0.3564	0.1498	0.3291	0.023838220361536	0.014057701969986	0.023537094521523
LG2	18700001	18800000	18750159	9592	4869	71.474	97.3397	-0.1532	-0.0657	-0.0442	7		0.2419	0.3385	0.1779	0.2678	0.1658	0.1574	0.038	0.225	0.1945	0.1425	0.023427118341285	0.012724778087782	0.019372844917414
LG2	18800001	18900000	18849524	8461	4639	73.2178	54.0214	0.1509	0.0462	0.0353	3		0.3301	0.3898	0.2445	0.3438	0.1073	0.242	0.0054	0.2781	0.086	0.2056	0.026480644116161	0.014070169406514	0.022961913209561
LG2	18900001	19000000	18957664	8057	3881	95.3945	35.6817	0.4556	0.2095	0.1278	5		0.2975	0.3533	0.2357	0.2828	0.2454	0.2662	0.066	0.2352	0.0997	0.1781	0.019500096707878	0.013097873277159	0.014519436647235
LG2	19000001	19100000	19046371	9797	4833	183.6672	81.5917	0.3848	0.2124	0.1405	8		0.3086	0.4687	0.3451	0.3033	0.2404	0.2405	0.0383	0.2537	0.2615	0.21	0.025511076172168	0.02287272372431	0.021646491063196
LG2	19100001	19200000	19146130	11414	5411	195.1689	48.2961	0.6033	0.2316	0.1623	6		0.4691	0.5592	0.4654	0.4983	0.2765	0.3715	0.0815	0.3529	0.3029	0.3624	0.025688530476071	0.015162382166836	0.016468351628949
LG2	19200001	19300000	19247830	11987	5439	105.6815	53.4751	0.328	0.0711	0.0546	4		0.5019	0.6268	0.4977	0.4753	0.2583	0.3216	0.032	0.4151	0.2723	0.2723	0.041160170124067	0.018703172031307	0.025055097360622
LG2	19300001	19400000	19342801	6699	2949	48.4686	21.4734	0.386	0.0936	0.0694	4	3.446920989	0.3515	0.4765	0.3194	0.3301	0.2082	0.2596	0.0558	0.3406	0.2323	0.2212	0.023163435974321	0.014377899168961	0.020291741581718
LG2	19400001	19500000	19459722	7255	3578	86.2645	59.7522	0.1816	0.0787	0.0533	3		0.2171	0.3627	0.2323	0.2001	0.1672	0.1634	0.0748	0.2376	0.1973	0.174	0.0286294684258	0.023212043166648	0.025671457814059
LG2	19500001	19600000	19557972	9696	3944	116.4115	48.51	0.4117	0.1344	0.0838	2		0.2823	0.4738	0.2857	0.2554	0.3059	0.3075	0.0737	0.3419	0.1602	0.1698	0.030316464229367	0.023658598311654	0.023604619497072
LG2	19600001	19700000	19641145	5994	3019	150.8798	24.3839	0.7217	0.2199	0.1678	2		0.4408	0.4874	0.3452	0.4721	0.3105	0.4753	0.0278	0.4813	0.3869	0.4789	0.022815718947501	0.021922465378893	0.025942623939667
LG2	19700001	19800000	19744806	6235	3061	52.4457	76.8687	-0.1889	-0.0614	-0.0433	3		0.3907	0.4478	0.4902	0.4586	0.1762	0.3746	0.0499	0.4324	0.2652	0.4112	0.022494371319844	0.018125466424163	0.022037012500642
LG2	19800001	19900000	19854932	6637	3501	31.4382	22.4178	0.1675	0.0172	0.0139	5		0.4439	0.4436	0.5583	0.4063	0.1104	0.5339	0.0579	0.5381	0.1602	0.4542	0.021524886646666	0.015651233784419	0.025485737841399
LG2	19900001	20000000	19947239	7022	3332	39.8205	22.3093	0.2818	0.0524	0.0415	4		0.2879	0.2865	0.2104	0.3004	0.1021	0.3455	0.0057	0.3456	0.0919	0.3147	0.023295466904942	0.015123541410842	0.025270983353827
LG2	20000001	20100000	20060588	6271	3045	41.2474	40.8955	0.0043	0.0007	0.0006	2		0.2613	0.3696	0.4285	0.4218	0.1969	0.4138	0.046	0.5211	0.2597	0.4959	0.028158427338675	0.017231069209936	0.028620663048398
LG2	20100001	20200000	20159200	7854	3755	104.4872	53.4012	0.3236	0.0823	0.0607	2		0.3696	0.3685	0.3259	0.3156	0.2851	0.3907	0.0433	0.429	0.1629	0.3353	0.024023423736955	0.01580615840732	0.023370408557136
LG2	20200001	20300000	20262270	7870	3979	160.1583	37.2498	0.6226	0.2815	0.1809	1	0	0.3614	0.3475	0.4049	0.4118	0.1442	0.3962	0.0269	0.3074	0.1745	0.3887	0.0358709470676	0.021596908663563	0.034263050802667
LG2	20300001	20400000	20354952	5468	2481	57.9382	38.8054	0.1978	0.0518	0.0384	3		0.4313	0.426	0.3824	0.3664	0.1455	0.4165	0.0352	0.4234	0.0782	0.332	0.025531897970129	0.01731185108289	0.027046326791537
LG2	20400001	20500000	20452960	6453	3077	72.8943	27.0521	0.4587	0.0853	0.0685	4	0	0.5967	0.4408	0.5534	0.4499	0.144	0.6152	0.0523	0.5028	0.0485	0.4776	0.016725389270674	0.00968651271522	0.018049207019814
LG2	20500001	20600000	20545174	6770	2761	98.3291	26.1568	0.5798	0.2133	0.1506	5	0.486257439	0.3784	0.3248	0.2542	0.3798	0.1666	0.4398	0.0221	0.3415	0.1538	0.399	0.021327373377825	0.01619649067648	0.021938908889234
LG2	20600001	20700000	20652331	8992	3687	172.4516	25.0327	0.7465	0.2936	0.2113	4		0.4972	0.3874	0.4706	0.4271	0.1156	0.5163	0.0708	0.3271	0.0998	0.4144	0.033988236851304	0.014420619573283	0.023788628602464
LG2	20700001	20800000	20749460	7962	3118	75.5943	32.4228	0.3997	0.1007	0.0746	2		0.4388	0.4911	0.428	0.4136	0.1708	0.3624	0.0698	0.3598	0.1122	0.2788	0.029327888217417	0.01516902326349	0.022886893563052
LG2	20800001	20900000	20854852	10653	5063	94.2267	70.29	0.1455	0.0413	0.0314	7	6.08569121	0.382	0.4047	0.3655	0.3909	0.1282	0.3467	0.0218	0.3622	0.1048	0.3012	0.020319698584552	0.015481061348491	0.022043391269551
LG2	20900001	21000000	20952893	8913	4419	56.3904	40.8577	0.1597	0.0337	0.0256	5		0.4472	0.4247	0.3804	0.3649	0.113	0.3504	0.0588	0.3447	0.1151	0.2544	0.027602419857647	0.016607184332454	0.025535004891632
LG2	21000001	21100000	21049616	11387	5515	203.4152	71.4501	0.4801	0.2487	0.1589	5	3.020186147	0.364	0.3014	0.3182	0.3631	0.1505	0.3374	0.0312	0.2084	0.1331	0.3005	0.026766830973156	0.018182167191309	0.022296098411733
LG2	21100001	21200000	21158271	9103	4665	152.1851	78.0731	0.3219	0.1386	0.0932	5	5.899642188	0.249	0.2645	0.3192	0.2498	0.1873	0.3408	0.0561	0.2752	0.1831	0.3162	0.027376962945941	0.024578801883242	0.025525214035404
LG2	21200001	21300000	21252825	9780	4702	112.4885	55.6291	0.3382	0.1279	0.0946	5		0.3813	0.3667	0.379	0.3463	0.0964	0.326	0.0481	0.2828	0.1149	0.2873	0.029635408834077	0.019786644421324	0.025451868140498
LG2	21300001	21400000	21345938	5575	2810	203.0223	40.8404	0.6651	0.5544	0.3082	4	0.335683115	0.3877	0.34	0.4943	0.3013	0.146	0.3668	0.0343	0.1066	0.1137	0.2975	0.025383196283515	0.020112825139245	0.016267376662688
LG2	21400001	21500000	21452872	8279	4587	218.4126	76.8862	0.4793	0.3403	0.213	9	3.619279609	0.211	0.2426	0.3235	0.2687	0.1525	0.2925	0.0301	0.1726	0.1771	0.3055	0.02313429200604	0.01907791562818	0.017852269389235
LG2	21500001	21600000	21545172	8993	4217	154.2435	66.9764	0.3945	0.2119	0.1468	6	2.683816024	0.5066	0.4634	0.4831	0.5488	0.1367	0.3037	0.0126	0.2235	0.1183	0.2916	0.028426277635667	0.013068333658124	0.015089393811452
LG2	21600001	21700000	21654565	6101	2742	91.0601	37.3183	0.4186	0.1672	0.1254	3		0.4734	0.3589	0.4234	0.4833	0.0619	0.3812	0.0069	0.2735	0.0517	0.3484	0.024727775377615	0.012081996243162	0.01712368596277
LG2	21700001	21800000	21750675	11330	5864	280.9576	73.5506	0.5851	0.3493	0.2033	6		0.3639	0.2366	0.412	0.3839	0.1676	0.4681	0.1405	0.2261	0.1723	0.4616	0.021586254504553	0.016497982471922	0.017756287171359
LG2	21800001	21900000	21845354	8844	4572	121.7946	48.7623	0.4282	0.2181	0.1471	5	8.532899549	0.3667	0.2883	0.3294	0.3701	0.0589	0.3343	0.0323	0.2251	0.0664	0.2992	0.018865082465421	0.013289375541461	0.017590568644403
LG2	21900001	22000000	21953176	10329	4763	127.4098	58.5047	0.3706	0.1745	0.1119	5	0	0.4268	0.3341	0.325	0.3928	0.0718	0.3477	0.0287	0.2457	0.0662	0.2832	0.021475167620284	0.013593371868523	0.01898622835315
LG2	22000001	22100000	22060766	7817	3659	71.0236	65.3529	0.0416	0.0115	0.0091	8	2.39084193	0.3066	0.4047	0.4034	0.331	0.097	0.3166	0.0142	0.3872	0.0814	0.3043	0.023679854361821	0.015598106897653	0.023283089891119
LG2	22100001	22200000	22149156	9825	4860	62.9546	53.705	0.0793	0.0173	0.0137	5		0.4113	0.4449	0.4366	0.4054	0.1245	0.366	0.0074	0.4086	0.097	0.3258	0.02130366420056	0.012462601303778	0.019264602212544
LG2	22200001	22300000	22250075	11181	5074	82.9163	57.5815	0.1803	0.0454	0.0357	4	6.617058447	0.2948	0.3898	0.3148	0.2715	0.0957	0.3032	0.058	0.3774	0.1107	0.2605	0.021883176463624	0.013972384325901	0.022807004272786
LG2	22300001	22400000	22350915	10542	5423	84.6481	153.0595	-0.2878	-0.1238	-0.0824	6	2.32034953	0.3776	0.4198	0.2221	0.3685	0.2935	0.1735	0.0524	0.2988	0.2959	0.124	0.02224935359544	0.015186922333833	0.020760125921024
LG2	22400001	22500000	22453091	7496	3753	100.5173	81.8607	0.1023	0.0871	0.0536	7		0.223	0.2583	0.2509	0.2003	0.0912	0.1304	0.0408	0.1375	0.0765	0.1109	0.020145693747996	0.016423944382073	0.016655562165877
LG2	22500001	22600000	22533114	5317	2807	73.891	63.9821	0.0719	0.0506	0.0308	3	0	0.132	0.1346	0.2468	0.1325	0.0692	0.1686	0.0138	0.1613	0.0761	0.1809	0.028373710799794	0.02992778931614	0.028671987518651
LG2	22600001	22700000	22657698	6450	3490	118.7963	110.1471	0.0378	0.0225	0.0175	6	3.143234614	0.1468	0.1916	0.26	0.1519	0.0556	0.1989	0.0424	0.243	0.0857	0.1814	0.023736482332643	0.021081358391668	0.022818893985862
LG2	22700001	22800000	22750704	9288	5105	159.2301	99.0858	0.2328	0.1863	0.1285	8	8.508759076	0.3403	0.4538	0.4409	0.3402	0.0877	0.139	0.0395	0.1659	0.1121	0.1492	0.021372305670592	0.012900900745192	0.011517777831848
LG2	22800001	22900000	22849924	7528	4192	73.3047	53.9609	0.152	0.079	0.0561	5		0.3565	0.3614	0.1993	0.3384	0.0978	0.1348	0.0041	0.1563	0.109	0.1078	0.021459935311718	0.011168193620028	0.016959100930489
LG2	22900001	23000000	22948845	9279	4756	156.9896	87.2147	0.2857	0.1544	0.1191	5	11.81317241	0.281	0.3441	0.1862	0.288	0.11	0.2039	0.017	0.2371	0.1399	0.1836	0.020116581850951	0.013252190260998	0.017798826250026
LG2	23000001	23100000	23047226	8107	4145	69.8854	48.8385	0.1773	0.0426	0.0318	7		0.3874	0.435	0.2943	0.4191	0.1957	0.3526	0.0648	0.3986	0.2131	0.3431	0.019590525424224	0.012684978754325	0.020032243667425
LG2	23100001	23200000	23146417	6514	3379	53.2852	51.12	0.0207	0.0049	0.0039	5		0.3461	0.4673	0.3149	0.3804	0.154	0.3348	0.035	0.4198	0.19	0.3221	0.020337530277087	0.013365656905744	0.021302542367508
LG2	23200001	23300000	23251032	7484	4297	81.0627	40.6099	0.3325	0.0769	0.0631	8	1.074752464	0.3164	0.5025	0.3477	0.392	0.185	0.3352	0.024	0.4402	0.1714	0.3479	0.018887690653005	0.011269648046595	0.018510047109622
LG2	23300001	23400000	23348783	7361	4037	101.8374	43.5521	0.4009	0.1178	0.0929	11		0.3782	0.4865	0.4618	0.4427	0.1646	0.386	0.0403	0.4331	0.1515	0.3814	0.018383077824513	0.011052760348005	0.016838627573651
LG2	23400001	23500000	23450835	9608	5005	51.7682	57.4963	-0.0524	-0.0081	-0.0068	10	8.206941754	0.4296	0.5737	0.4469	0.4199	0.2015	0.5056	0.0394	0.6264	0.2072	0.4738	0.013504324664495	0.009014763997673	0.01739254048314
LG2	23500001	23600000	23550791	8378	4291	76.7258	79.0978	-0.0152	-0.0045	-0.0034	9	1.461188235	0.4191	0.4256	0.4477	0.341	0.1657	0.4594	0.0841	0.4808	0.1593	0.4273	0.019376627156159	0.01018843028435	0.018559462920265
LG2	23600001	23700000	23652297	8710	4781	99.6339	60.356	0.2455	0.0677	0.0516	12	6.348378103	0.4432	0.5443	0.4355	0.475	0.205	0.3692	0.0342	0.4437	0.2141	0.3432	0.014677363089175	0.009615765258335	0.014120841470224
LG2	23700001	23800000	23747925	9679	5000	55.5465	33.9866	0.2408	0.03	0.0257	12	5.083182266	0.5057	0.6797	0.4662	0.5063	0.2694	0.5179	0.0153	0.6431	0.2552	0.4772	0.017643316550371	0.008018830678929	0.018251209998056
LG2	23800001	23900000	23848765	8424	4255	145.7284	20.6745	0.7515	0.2265	0.1691	7	8.594106278	0.6313	0.5918	0.4522	0.6364	0.2334	0.485	0.0454	0.4057	0.2187	0.4429	0.015818070896268	0.007856986114502	0.013642243287097
LG2	23900001	24000000	23950661	7591	3980	397.1724	37.8551	0.826	0.7249	0.4215	18	3.597049685	0.4801	0.4798	0.631	0.5137	0.3087	0.5151	0.0635	0.1383	0.3205	0.5162	0.019407638998753	0.015089371770208	0.008507842086151
LG2	24000001	24100000	24049869	8068	4440	164.8465	79.5378	0.3491	0.309	0.15	13	1.695861851	0.6201	0.4321	0.4017	0.6525	0.1671	0.3023	0.0796	0.1304	0.1861	0.291	0.017695138821082	0.009077245955421	0.010502147348405
LG2	24100001	24200000	24150149	7678	4271	233.7303	36.4118	0.7304	0.3965	0.2108	12	3.238576939	0.6623	0.4158	0.4784	0.5471	0.386	0.5573	0.0725	0.2069	0.305	0.4605	0.015162849067661	0.013820928207202	0.010870238213
LG2	24200001	24300000	24250925	6666	3609	157.7826	47.3741	0.5382	0.2715	0.1763	11	3.183311321	0.4304	0.3782	0.4978	0.4369	0.1682	0.3931	0.0514	0.2444	0.104	0.3463	0.015628790577437	0.012538103524183	0.012290072096458
LG3	1	100000	50235	5113	2689	46.6914	7.5359	0.7221	0.1313	0.1035	16	3.695827225	0.6334	0.487	0.5446	0.6135	0.0653	0.6114	0.1056	0.4843	0.0867	0.5565	0.011504974171491	0.006039666642076	0.01106873312365
LG3	100001	200000	151783	5509	3085	10.3062	8.7906	0.0794	0.0043	0.0039	22	0	0.6396	0.6181	0.5424	0.6063	0.0923	0.6093	0.1447	0.6113	0.187	0.5489	0.008127412947946	0.003148038621707	0.008836865559698
LG3	200001	300000	251765	5808	3045	11.8774	8.4831	0.1667	0.0083	0.0077	16	0	0.6442	0.6657	0.5359	0.6993	0.1251	0.5855	0.0995	0.6199	0.1857	0.5796	0.007917634501359	0.003087121693146	0.009350930960755
LG3	300001	400000	350087	5659	3272	23.6629	12.3304	0.3149	0.0279	0.024	16	0	0.6138	0.6106	0.5488	0.6412	0.2073	0.5673	0.09	0.5847	0.1673	0.5406	0.008788237023967	0.004637335914421	0.009731106099998
LG3	400001	500000	449884	5016	2697	7.3577	9.5102	-0.1276	-0.007	-0.0061	17	0	0.6892	0.6816	0.6004	0.6733	0.15	0.6097	0.0924	0.6249	0.1501	0.5581	0.00913896828463	0.003613335977477	0.009363545717573
LG3	500001	600000	547702	5240	2814	21.4109	24.931	-0.076	-0.0105	-0.0083	17	1.79002729	0.6234	0.5774	0.6267	0.664	0.1641	0.6188	0.0954	0.6049	0.1849	0.6078	0.008599037061382	0.004017796336341	0.009463779378567
